house_type,state_name,mp_name,constituency_name,ida_name,city_name,block_name,village_name,location_type,work_status,dataset_source,recommended_date,allocated_amount,available_limit,expenditure_amt,actual_end_date,letter_no,is_completed,is_ongoing,is_unsanctioned,internal_key,project_id,expenditure_ratio,cost_variance_pct,project_age_days,days_to_complete,is_overdue,is_stalled,district_median_amount,district_mean_amount,district_std_amount,district_project_count,amount_vs_district_pct,state_median_amount,state_mean_amount,state_std_amount,amount_vs_state_pct,mp_median_amount,mp_project_count,constituency_project_count,risk_flags,financial_risk_score,delay_risk_score,expenditure_risk_score,allocated_amount_log,ml_anomaly_score,peer_deviation_score,duplicate_risk_score,overall_risk_score,risk_band,model_version,rules_version,scored_at
LOK,TAMIL NADU,MP CHENNAI 2,CHENNAI SOUTH,CHENNA DISTRICT AUTHORITY,,CHENN BLOCK,VILLAGE 78,Rural,SANCTIONED,On_Going,2024-06-14,3264283.37,274178.93,1984735.1,,LTR/TAM/95672/2024,False,True,False,LOK|TAMIL NADU|CHENNAI SOUTH|MP CHENNAI 2|2024-06-14|3264283,3498,0.6080155657564742,-39.19844342435258,810,,True,True,2702745.51,2762677.167368421,1292261.2366327115,19,20.7765717461131,2863597.58,3269220.8874918567,3850237.578020535,13.992391696322079,3761582.86,4,5,"[{'rule_id': 'R002', 'rule_name': 'Very Old Incomplete Project', 'detection_type': 'RULE', 'severity': 'HIGH', 'score_contribution': 55, 'justification': 'Project recommended 730+ days ago and not yet completed. MPLADS guidelines require works to be completed within a reasonable timeframe.', 'evidence': {'project_age_days': 810, 'recommended_date': '2024-06-14', 'work_status': 'SANCTIONED', 'days_over_threshold': 80}, 'disclaimer': 'This flag is a RISK INDICATOR. It highlights patterns that warrant human attention. It does NOT constitute a finding of fraud or misconduct.'}, {'rule_id': 'R003', 'rule_name': 'Overdue Ongoing Project', 'detection_type': 'RULE', 'severity': 'MODERATE', 'score_contribution': 30, 'justification': 'Ongoing project older than 365 days. Projects are expected to complete within ~365 days per MPLADS scheme guidelines.', 'evidence': {'project_age_days': 810, 'recommended_date': '2024-06-14', 'expected_completion_days': 365, 'days_overdue': 445}, 'disclaimer': 'This flag is a RISK INDICATOR. It highlights patterns that warrant human attention. It does NOT constitute a finding of fraud or misconduct.'}]",0.0,55.0,0.0,14.998551114432898,3.18,2.11,0.0,11.53,LOW,1.0.0,1.0.0,2026-09-02 07:11:14.880440
LOK,MADHYA PRADESH,MP JHABUA 1,JHABUA,JHABUA DISTRICT AUTHORITY,,JHABU BLOCK,VILLAGE 958,Rural,SANCTIONED,On_Going,2026-06-08,2028745.23,281827.39,1442458.05,,LTR/MAD/90969/2024,False,True,False,LOK|MADHYA PRADESH|JHABUA|MP JHABUA 1|2026-06-08|2028745,3499,0.7110099526888352,-28.899004731116477,86,,False,False,3091661.36,3627927.019,1934315.549498164,10,-34.38009556130688,2848915.535,3223814.1172865853,4269909.788665431,-28.78886000388215,3923346.5,6,10,[],0.0,0.0,0.0,14.52292853952209,13.38,3.76,0.0,1.71,LOW,1.0.0,1.0.0,2026-09-02 07:11:14.880440
LOK,ANDHRA PRADESH,MP VIZIANAG 3,VIZIANAGARAM,VIZIAN DISTRICT AUTHORITY,,VIZIA BLOCK,VILLAGE 496,Rural,ONGOING,On_Going,2024-09-25,4753357.16,50484.35,2436729.17,,LTR/AND/36264/2024,False,True,False,LOK|ANDHRA PRADESH|VIZIANAGARAM|MP VIZIANAG 3|2024-09-25|4753357,3500,0.5126333006291494,-48.73666993708506,707,,True,False,1363227.3199999998,1636095.18,1238783.1919076075,12,248.68411821441495,2474184.48,3145127.080660066,5037652.253546427,92.11813825620635,1026571.23,4,12,"[{'rule_id': 'R003', 'rule_name': 'Overdue Ongoing Project', 'detection_type': 'RULE', 'severity': 'MODERATE', 'score_contribution': 30, 'justification': 'Ongoing project older than 365 days. Projects are expected to complete within ~365 days per MPLADS scheme guidelines.', 'evidence': {'project_age_days': 707, 'recommended_date': '2024-09-25', 'expected_completion_days': 365, 'days_overdue': 342}, 'disclaimer': 'This flag is a RISK INDICATOR. It highlights patterns that warrant human attention. It does NOT constitute a finding of fraud or misconduct.'}, {'rule_id': 'R005', 'rule_name': 'Abnormally High Allocation vs District', 'detection_type': 'RULE', 'severity': 'HIGH', 'score_contribution': 50, 'justification': 'Allocated amount is 3x+ above the district median. May indicate inflated project cost or data entry issue.', 'evidence': {'allocated_amount': 4753357.16, 'district_median_amount': 1363227.3199999998, 'ratio': 3.49, 'pct_above_median': 248.7, 'ida_name': 'VIZIAN DISTRICT AUTHORITY'}, 'disclaimer': 'This flag is a RISK INDICATOR. It highlights patterns that warrant human attention. It does NOT constitute a finding of fraud or misconduct.'}, {'rule_id': 'R009', 'rule_name': 'Potential Duplicate Work', 'detection_type': 'RULE', 'severity': 'HIGH', 'score_contribution': 50, 'justification': 'Similar project detected in same constituency with close location and amount. NOTE: Similarity based on location+amount only (no work descriptions available). Requires human verification.', 'evidence': {'similar_project_id': 3903, 'similarity_score': 1.0, 'match_factors': {'same_state': True, 'same_constituency': True, 'same_mp': False, 'same_ida': True, 'same_location_type': True, 'amount_within_15pct': False, 'dates_within_180_days': False, 'note': 'Similarity based on location+amount only (no work descriptions available in public API)'}, 'note': 'Similarity detection based on location+amount only. Work descriptions not available in public API. Human verification required.'}, 'disclaimer': 'This flag is a RISK INDICATOR. It highlights patterns that warrant human attention. It does NOT constitute a finding of fraud or misconduct.'}]",50.0,30.0,0.0,15.374361907270076,29.72,21.76,100.0,38.65,MODERATE,1.0.0,1.0.0,2026-09-02 07:11:14.880440
LOK,HARYANA,MP AMBALA 3,AMBALA,AMBALA DISTRICT AUTHORITY,,AMBAL BLOCK,VILLAGE 211,Rural,ONGOING,On_Going,2025-12-05,2870823.93,793019.78,1341004.65,,LTR/HAR/60090/2024,False,True,False,LOK|HARYANA|AMBALA|MP AMBALA 3|2025-12-05|2870824,3501,0.4671149059287658,-53.28850940712342,271,,False,False,2583057.27,2665818.7678571427,1862173.371437862,28,11.140545095231285,2258938.6,2696786.108126888,3266749.413671894,27.087293563446124,4025086.7,7,28,"[{'rule_id': 'R010', 'rule_name': 'High Constituency Project Concentration', 'detection_type': 'RULE', 'severity': 'LOW', 'score_contribution': 15, 'justification': 'Constituency has 2x+ projects compared to the constituency average. May indicate inequitable distribution or data pattern requiring review.', 'evidence': {'constituency_name': 'AMBALA', 'constituency_project_count': 28, 'all_constituencies_mean_count': 11.6, 'ratio_to_mean': 2.41}, 'disclaimer': 'This flag is a RISK INDICATOR. It highlights patterns that warrant human attention. It does NOT constitute a finding of fraud or misconduct.'}]",0.0,0.0,0.0,14.870109978490873,9.61,2.05,0.0,1.17,LOW,1.0.0,1.0.0,2026-09-02 07:11:14.880440
LOK,ASSAM,MP DIPHU 1,DIPHU,DIPHU DISTRICT AUTHORITY,,DIPHU BLOCK,VILLAGE 273,Rural,SANCTIONED,On_Going,2024-04-15,601545.75,103643.32,159917.49,,LTR/ASS/91192/2024,False,True,False,LOK|ASSAM|DIPHU|MP DIPHU 1|2024-04-15|601546,3502,0.2658442687027545,-73.41557312972455,870,,True,True,3195273.31,2889433.539523809,1658717.0376346412,21,-81.17388743812967,2659988.74,3140454.027846154,4183702.826233742,-77.38540239083869,2384877.37,8,21,"[{'rule_id': 'R002', 'rule_name': 'Very Old Incomplete Project', 'detection_type': 'RULE', 'severity': 'HIGH', 'score_contribution': 55, 'justification': 'Project recommended 730+ days ago and not yet completed. MPLADS guidelines require works to be completed within a reasonable timeframe.', 'evidence': {'project_age_days': 870, 'recommended_date': '2024-04-15', 'work_status': 'SANCTIONED', 'days_over_threshold': 140}, 'disclaimer': 'This flag is a RISK INDICATOR. It highlights patterns that warrant human attention. It does NOT constitute a finding of fraud or misconduct.'}, {'rule_id': 'R003', 'rule_name': 'Overdue Ongoing Project', 'detection_type': 'RULE', 'severity': 'MODERATE', 'score_contribution': 30, 'justification': 'Ongoing project older than 365 days. Projects are expected to complete within ~365 days per MPLADS scheme guidelines.', 'evidence': {'project_age_days': 870, 'recommended_date': '2024-04-15', 'expected_completion_days': 365, 'days_overdue': 505}, 'disclaimer': 'This flag is a RISK INDICATOR. It highlights patterns that warrant human attention. It does NOT constitute a finding of fraud or misconduct.'}, {'rule_id': 'R009', 'rule_name': 'Potential Duplicate Work', 'detection_type': 'RULE', 'severity': 'HIGH', 'score_contribution': 50, 'justification': 'Similar project detected in same constituency with close location and amount. NOTE: Similarity based on location+amount only (no work descriptions available). Requires human verification.', 'evidence': {'similar_project_id': 4359, 'similarity_score': 1.0, 'match_factors': {'same_state': True, 'same_constituency': True, 'same_mp': True, 'same_ida': True, 'same_location_type': True, 'amount_within_15pct': False, 'dates_within_180_days': True, 'note': 'Similarity based on location+amount only (no work descriptions available in public API)'}, 'note': 'Similarity detection based on location+amount only. Work descriptions not available in public API. Human verification required.'}, 'disclaimer': 'This flag is a RISK INDICATOR. It highlights patterns that warrant human attention. It does NOT constitute a finding of fraud or misconduct.'}]",0.0,55.0,0.0,13.30725953373741,26.47,9.32,100.0,29.58,MODERATE,1.0.0,1.0.0,2026-09-02 07:11:14.880440
LOK,GUJARAT,MP KACHCHH 2,KACHCHH,KACHCH DISTRICT AUTHORITY,KACHC CITY,,,Urban,SANCTIONED,On_Going,2025-09-24,4232387.59,605844.54,1059771.72,,LTR/GUJ/16071/2024,False,True,False,LOK|GUJARAT|KACHCHH|MP KACHCHH 2|2025-09-24|4232388,3503,0.2503957157666649,-74.96042842333351,343,,False,False,3131366.165,2784034.05625,1634605.0602140112,8,35.161056452176354,2809948.355,3432197.314049296,4856834.030500085,50.62154371872788,3142148.455,2,8,[],0.0,0.0,0.0,15.258277070138554,20.4,4.84,0.0,2.52,LOW,1.0.0,1.0.0,2026-09-02 07:11:14.880440
LOK,KERALA,MP IDUKKI 2,IDUKKI,IDUKKI DISTRICT AUTHORITY,,IDUKK BLOCK,VILLAGE 27,Rural,ONGOING,On_Going,2026-06-26,4780888.85,915314.38,2598347.77,,LTR/KER/48299/2024,False,True,False,LOK|KERALA|IDUKKI|MP IDUKKI 2|2026-06-26|4780889,3504,0.5434863372738733,-45.65136627261267,68,,False,False,2032294.26,2340942.083076923,1645570.3198755325,13,135.24589642840402,2616637.24,3351155.517359736,5228045.147718425,82.71118276983627,1275059.66,3,13,[],0.0,0.0,0.0,15.38013724822968,30.44,13.36,0.0,4.38,LOW,1.0.0,1.0.0,2026-09-02 07:11:14.880440
LOK,KARNATAKA,MP MANDYA 2,MANDYA,MANDYA DISTRICT AUTHORITY,,MANDY BLOCK,VILLAGE 533,Rural,ONGOING,On_Going,2025-01-14,2522164.65,346664.35,1270237.29,,LTR/KAR/11620/2024,False,True,False,LOK|KARNATAKA|MANDYA|MP MANDYA 2|2025-01-14|2522165,3505,0.5036298046600566,-49.637019533994334,596,,True,False,2444627.085,2790779.1816666666,2206450.704481886,12,3.1717543127850902,2743644.885,3180741.670120482,4817282.744761165,-8.072481836511429,2522164.65,7,12,"[{'rule_id': 'R003', 'rule_name': 'Overdue Ongoing Project', 'detection_type': 'RULE', 'severity': 'MODERATE', 'score_contribution': 30, 'justification': 'Ongoing project older than 365 days. Projects are expected to complete within ~365 days per MPLADS scheme guidelines.', 'evidence': {'project_age_days': 596, 'recommended_date': '2025-01-14', 'expected_completion_days': 365, 'days_overdue': 231}, 'disclaimer': 'This flag is a RISK INDICATOR. It highlights patterns that warrant human attention. It does NOT constitute a finding of fraud or misconduct.'}]",0.0,30.0,0.0,14.740628475348448,5.95,0.6,0.0,6.65,LOW,1.0.0,1.0.0,2026-09-02 07:11:14.880440
LOK,ASSAM,MP DHUBRI 3,DHUBRI,DHUBRI DISTRICT AUTHORITY,,DHUBR BLOCK,VILLAGE 283,Rural,ONGOING,On_Going,2026-06-21,4701855.85,284513.15,2239781.98,,LTR/ASS/28702/2024,False,True,False,LOK|ASSAM|DHUBRI|MP DHUBRI 3|2026-06-21|4701856,3506,0.47636126062860906,-52.3638739371391,73,,False,False,2655558.7,2925738.0410526316,2108039.8900435427,19,77.05712361018415,2659988.74,3140454.027846154,4183702.826233742,76.76224636950903,3881838.125,8,19,"[{'rule_id': 'R009', 'rule_name': 'Potential Duplicate Work', 'detection_type': 'RULE', 'severity': 'HIGH', 'score_contribution': 50, 'justification': 'Similar project detected in same constituency with close location and amount. NOTE: Similarity based on location+amount only (no work descriptions available). Requires human verification.', 'evidence': {'similar_project_id': 289, 'similarity_score': 1.0, 'match_factors': {'same_state': True, 'same_constituency': True, 'same_mp': False, 'same_ida': True, 'same_location_type': True, 'amount_within_15pct': True, 'dates_within_180_days': False, 'note': 'Similarity based on location+amount only (no work descriptions available in public API)'}, 'note': 'Similarity detection based on location+amount only. Work descriptions not available in public API. Human verification required.'}, 'disclaimer': 'This flag is a RISK INDICATOR. It highlights patterns that warrant human attention. It does NOT constitute a finding of fraud or misconduct.'}]",0.0,0.0,0.0,15.363468063127003,23.46,9.0,100.0,18.25,LOW,1.0.0,1.0.0,2026-09-02 07:11:14.880440
LOK,PUNJAB,MP FEROZEPU 2,FEROZEPUR,FEROZE DISTRICT AUTHORITY,FEROZ CITY,,,Urban,SANCTIONED,On_Going,2025-12-23,3046183.81,70447.47,40200.37,,LTR/PUN/94341/2024,False,True,False,LOK|PUNJAB|FEROZEPUR|MP FEROZEPU 2|2025-12-23|3046184,3507,0.013196961348172881,-98.68030386518271,253,,False,False,1730554.18,2144176.96826087,1565723.0553334702,23,76.02360245086346,2514815.98,3011552.2203773586,3690623.8031883994,21.129491550312167,2483903.99,7,23,[],0.0,0.0,0.0,14.9294004836105,33.19,6.32,0.0,3.95,LOW,1.0.0,1.0.0,2026-09-02 07:11:14.880440
LOK,PUNJAB,MP BATHINDA 2,BATHINDA,BATHIN DISTRICT AUTHORITY,BATHI CITY,,,Urban,ONGOING,On_Going,2023-05-01,2852090.96,120538.75,989987.64,,LTR/PUN/16632/2024,False,True,False,LOK|PUNJAB|BATHINDA|MP BATHINDA 2|2023-05-01|2852091,3508,0.34710942038117887,-65.28905796188211,1220,,True,True,2647701.19,2614478.694545455,1207793.8192045947,33,7.71951800195399,2514815.98,3011552.2203773586,3690623.8031883994,13.411517291217468,3253742.79,15,33,"[{'rule_id': 'R002', 'rule_name': 'Very Old Incomplete Project', 'detection_type': 'RULE', 'severity': 'HIGH', 'score_contribution': 55, 'justification': 'Project recommended 730+ days ago and not yet completed. MPLADS guidelines require works to be completed within a reasonable timeframe.', 'evidence': {'project_age_days': 1220, 'recommended_date': '2023-05-01', 'work_status': 'ONGOING', 'days_over_threshold': 490}, 'disclaimer': 'This flag is a RISK INDICATOR. It highlights patterns that warrant human attention. It does NOT constitute a finding of fraud or misconduct.'}, {'rule_id': 'R003', 'rule_name': 'Overdue Ongoing Project', 'detection_type': 'RULE', 'severity': 'MODERATE', 'score_contribution': 30, 'justification': 'Ongoing project older than 365 days. Projects are expected to complete within ~365 days per MPLADS scheme guidelines.', 'evidence': {'project_age_days': 1220, 'recommended_date': '2023-05-01', 'expected_completion_days': 365, 'days_overdue': 855}, 'disclaimer': 'This flag is a RISK INDICATOR. It highlights patterns that warrant human attention. It does NOT constitute a finding of fraud or misconduct.'}, {'rule_id': 'R007', 'rule_name': 'Unusually High MP Project Count', 'detection_type': 'RULE', 'severity': 'MODERATE', 'score_contribution': 20, 'justification': 'MP has significantly more projects than peers (> mean + 2*std). May indicate fragmentation of large works into smaller ones.', 'evidence': {'mp_name': 'MP BATHINDA 2', 'mp_project_count': 15, 'all_mps_mean_count': 4.2, 'all_mps_std_count': 2.6, 'threshold': 9.4, 'deviations_above_mean': 4.12}, 'disclaimer': 'This flag is a RISK INDICATOR. It highlights patterns that warrant human attention. It does NOT constitute a finding of fraud or misconduct.'}, {'rule_id': 'R010', 'rule_name': 'High Constituency Project Concentration', 'detection_type': 'RULE', 'severity': 'LOW', 'score_contribution': 15, 'justification': 'Constituency has 2x+ projects compared to the constituency average. May indicate inequitable distribution or data pattern requiring review.', 'evidence': {'constituency_name': 'BATHINDA', 'constituency_project_count': 33, 'all_constituencies_mean_count': 11.6, 'ratio_to_mean': 2.84}, 'disclaimer': 'This flag is a RISK INDICATOR. It highlights patterns that warrant human attention. It does NOT constitute a finding of fraud or misconduct.'}]",0.0,55.0,0.0,14.863563304035766,39.53,1.17,0.0,15.07,LOW,1.0.0,1.0.0,2026-09-02 07:11:14.880440
LOK,KERALA,MP ALAPPUZH 2,ALAPPUZHA,ALAPPU DISTRICT AUTHORITY,ALAPP CITY,,,Urban,ONGOING,On_Going,2025-07-28,4553500.12,268587.13,2447434.59,,LTR/KER/70172/2024,False,True,False,LOK|KERALA|ALAPPUZHA|MP ALAPPUZH 2|2025-07-28|4553500,3509,0.5374842484905874,-46.25157515094126,401,,True,False,2704852.82,2811545.529047619,1832588.5923343035,21,68.34557822632289,2616637.24,3351155.517359736,5228045.147718425,74.0210698828088,4335395.57,7,21,"[{'rule_id': 'R003', 'rule_name': 'Overdue Ongoing Project', 'detection_type': 'RULE', 'severity': 'MODERATE', 'score_contribution': 30, 'justification': 'Ongoing project older than 365 days. Projects are expected to complete within ~365 days per MPLADS scheme guidelines.', 'evidence': {'project_age_days': 401, 'recommended_date': '2025-07-28', 'expected_completion_days': 365, 'days_overdue': 36}, 'disclaimer': 'This flag is a RISK INDICATOR. It highlights patterns that warrant human attention. It does NOT constitute a finding of fraud or misconduct.'}]",0.0,30.0,0.0,15.331406971954623,13.1,8.26,0.0,8.14,LOW,1.0.0,1.0.0,2026-09-02 07:11:14.880440
LOK,MAHARASHTRA,MP LATUR 3,LATUR,LATUR DISTRICT AUTHORITY,,LATUR BLOCK,VILLAGE 24,Rural,ONGOING,On_Going,2025-09-26,2268385.02,368338.97,933353.19,,LTR/MAH/45615/2024,False,True,False,LOK|MAHARASHTRA|LATUR|MP LATUR 3|2025-09-26|2268385,3510,0.41146153839439475,-58.85384616056052,341,,False,False,1545373.685,1932056.9799999997,1204093.0905021022,12,46.78553427030822,2346259.94,3038844.6473770496,4710633.059008409,-3.319108794057999,1207889.02,4,12,[],0.0,0.0,0.0,14.634579132168792,11.38,3.44,0.0,1.48,LOW,1.0.0,1.0.0,2026-09-02 07:11:14.880440
LOK,KERALA,MP WAYANAD 2,WAYANAD,WAYANA DISTRICT AUTHORITY,,WAYAN BLOCK,VILLAGE 362,Rural,SANCTIONED,On_Going,2025-04-23,2367131.76,682241.25,1342831.78,,LTR/KER/54646/2024,False,True,False,LOK|KERALA|WAYANAD|MP WAYANAD 2|2025-04-23|2367132,3511,0.5672822285143942,-43.27177714856058,497,,True,False,2466520.715,2505055.4129999997,1253319.9399862944,20,-4.029520384547027,2616637.24,3351155.517359736,5228045.147718425,-9.535348507078515,3285309.84,9,20,"[{'rule_id': 'R003', 'rule_name': 'Overdue Ongoing Project', 'detection_type': 'RULE', 'severity': 'MODERATE', 'score_contribution': 30, 'justification': 'Ongoing project older than 365 days. Projects are expected to complete within ~365 days per MPLADS scheme guidelines.', 'evidence': {'project_age_days': 497, 'recommended_date': '2025-04-23', 'expected_completion_days': 365, 'days_overdue': 132}, 'disclaimer': 'This flag is a RISK INDICATOR. It highlights patterns that warrant human attention. It does NOT constitute a finding of fraud or misconduct.'}]",0.0,30.0,0.0,14.677189974798202,10.18,0.73,0.0,7.09,LOW,1.0.0,1.0.0,2026-09-02 07:11:14.880440
LOK,GUJARAT,MP VALSAD 3,VALSAD,VALSAD DISTRICT AUTHORITY,,VALSA BLOCK,VILLAGE 616,Rural,SANCTIONED,On_Going,2023-09-27,3327569.74,650001.37,1424320.56,,LTR/GUJ/73775/2024,False,True,False,LOK|GUJARAT|VALSAD|MP VALSAD 3|2023-09-27|3327570,3512,0.42803627610822065,-57.19637238917794,1071,,True,True,1539653.61,3417792.4770588237,6069781.261237478,17,116.12456973357791,2809948.355,3432197.314049296,4856834.030500085,18.421028417798098,1169882.18,7,17,"[{'rule_id': 'R002', 'rule_name': 'Very Old Incomplete Project', 'detection_type': 'RULE', 'severity': 'HIGH', 'score_contribution': 55, 'justification': 'Project recommended 730+ days ago and not yet completed. MPLADS guidelines require works to be completed within a reasonable timeframe.', 'evidence': {'project_age_days': 1071, 'recommended_date': '2023-09-27', 'work_status': 'SANCTIONED', 'days_over_threshold': 341}, 'disclaimer': 'This flag is a RISK INDICATOR. It highlights patterns that warrant human attention. It does NOT constitute a finding of fraud or misconduct.'}, {'rule_id': 'R003', 'rule_name': 'Overdue Ongoing Project', 'detection_type': 'RULE', 'severity': 'MODERATE', 'score_contribution': 30, 'justification': 'Ongoing project older than 365 days. Projects are expected to complete within ~365 days per MPLADS scheme guidelines.', 'evidence': {'project_age_days': 1071, 'recommended_date': '2023-09-27', 'expected_completion_days': 365, 'days_overdue': 706}, 'disclaimer': 'This flag is a RISK INDICATOR. It highlights patterns that warrant human attention. It does NOT constitute a finding of fraud or misconduct.'}]",0.0,55.0,0.0,15.017753088229037,19.07,9.01,0.0,13.81,LOW,1.0.0,1.0.0,2026-09-02 07:11:14.880440
LOK,KARNATAKA,MP GULBARGA 2,GULBARGA,GULBAR DISTRICT AUTHORITY,GULBA CITY,,,Urban,ONGOING,On_Going,2024-09-10,1940014.48,139461.61,517074.86,,LTR/KAR/88250/2024,False,True,False,LOK|KARNATAKA|GULBARGA|MP GULBARGA 2|2024-09-10|1940014,3513,0.2665314436209775,-73.34685563790225,722,,True,False,1545165.89,1411369.3855555553,542846.3661653162,9,25.553799275235107,2743644.885,3180741.670120482,4817282.744761165,-29.290612986891702,1808402.6,3,9,"[{'rule_id': 'R003', 'rule_name': 'Overdue Ongoing Project', 'detection_type': 'RULE', 'severity': 'MODERATE', 'score_contribution': 30, 'justification': 'Ongoing project older than 365 days. Projects are expected to complete within ~365 days per MPLADS scheme guidelines.', 'evidence': {'project_age_days': 722, 'recommended_date': '2024-09-10', 'expected_completion_days': 365, 'days_overdue': 357}, 'disclaimer': 'This flag is a RISK INDICATOR. It highlights patterns that warrant human attention. It does NOT constitute a finding of fraud or misconduct.'}]",0.0,30.0,0.0,14.47820651038912,14.87,3.16,0.0,7.8,LOW,1.0.0,1.0.0,2026-09-02 07:11:14.880440
LOK,MAHARASHTRA,MP BARAMATI 1,BARAMATI,BARAMA DISTRICT AUTHORITY,,BARAM BLOCK,VILLAGE 991,Rural,SANCTIONED,On_Going,2025-03-28,3310076.85,747431.35,67274.52,,LTR/MAH/66420/2024,False,True,False,LOK|MAHARASHTRA|BARAMATI|MP BARAMATI 1|2025-03-28|3310077,3514,0.02032415652222697,-97.9675843477773,523,,True,False,3446001.925,3596041.865833333,2096039.7196391723,12,-3.944428295698057,2346259.94,3038844.6473770496,4710633.059008409,41.07886315443805,3460805.365,4,12,"[{'rule_id': 'R003', 'rule_name': 'Overdue Ongoing Project', 'detection_type': 'RULE', 'severity': 'MODERATE', 'score_contribution': 30, 'justification': 'Ongoing project older than 365 days. Projects are expected to complete within ~365 days per MPLADS scheme guidelines.', 'evidence': {'project_age_days': 523, 'recommended_date': '2025-03-28', 'expected_completion_days': 365, 'days_overdue': 158}, 'disclaimer': 'This flag is a RISK INDICATOR. It highlights patterns that warrant human attention. It does NOT constitute a finding of fraud or misconduct.'}, {'rule_id': 'R008', 'rule_name': 'Stalled Fund Utilization', 'detection_type': 'RULE', 'severity': 'MODERATE', 'score_contribution': 25, 'justification': 'Less than 5% expenditure recorded after 365+ days. Indicates funds are sanctioned but work has not meaningfully progressed.', 'evidence': {'expenditure_ratio': 0.0203, 'expenditure_pct': 2.03, 'project_age_days': 523, 'allocated_amount': 3310076.85, 'expenditure_amt': 67274.52}, 'disclaimer': 'This flag is a RISK INDICATOR. It highlights patterns that warrant human attention. It does NOT constitute a finding of fraud or misconduct.'}]",0.0,30.0,25.0,15.012482266714125,26.11,2.2,0.0,13.83,LOW,1.0.0,1.0.0,2026-09-02 07:11:14.880440
LOK,ASSAM,MP SILCHAR 2,SILCHAR,SILCHA DISTRICT AUTHORITY,SILCH CITY,,,Urban,ONGOING,On_Going,2026-05-13,2622362.62,292788.58,1174862.76,,LTR/ASS/66862/2024,False,True,False,LOK|ASSAM|SILCHAR|MP SILCHAR 2|2026-05-13|2622363,3515,0.44801689554284446,-55.19831044571555,112,,False,False,2936043.71,3027193.1389473686,1161339.9153580347,19,-10.683801774872073,2659988.74,3140454.027846154,4183702.826233742,-1.4145217772613619,3044875.04,6,19,[],0.0,0.0,0.0,14.779586614087188,12.69,0.82,0.0,1.35,LOW,1.0.0,1.0.0,2026-09-02 07:11:14.880440
LOK,ASSAM,MP DHUBRI 1,DHUBRI,DHUBRI DISTRICT AUTHORITY,,DHUBR BLOCK,VILLAGE 587,Rural,ONGOING,On_Going,2024-10-02,1792217.23,137388.73,1143204.85,,LTR/ASS/84746/2024,False,True,False,LOK|ASSAM|DHUBRI|MP DHUBRI 1|2024-10-02|1792217,3516,0.6378718108853356,-36.212818911466435,700,,True,False,2655558.7,2925738.0410526316,2108039.8900435427,19,-32.510728156752855,2659988.74,3140454.027846154,4183702.826233742,-32.62312719413993,2655558.7,7,19,"[{'rule_id': 'R003', 'rule_name': 'Overdue Ongoing Project', 'detection_type': 'RULE', 'severity': 'MODERATE', 'score_contribution': 30, 'justification': 'Ongoing project older than 365 days. Projects are expected to complete within ~365 days per MPLADS scheme guidelines.', 'evidence': {'project_age_days': 700, 'recommended_date': '2024-10-02', 'expected_completion_days': 365, 'days_overdue': 335}, 'disclaimer': 'This flag is a RISK INDICATOR. It highlights patterns that warrant human attention. It does NOT constitute a finding of fraud or misconduct.'}, {'rule_id': 'R009', 'rule_name': 'Potential Duplicate Work', 'detection_type': 'RULE', 'severity': 'HIGH', 'score_contribution': 50, 'justification': 'Similar project detected in same constituency with close location and amount. NOTE: Similarity based on location+amount only (no work descriptions available). Requires human verification.', 'evidence': {'similar_project_id': 4241, 'similarity_score': 1.0, 'match_factors': {'same_state': True, 'same_constituency': True, 'same_mp': True, 'same_ida': True, 'same_location_type': True, 'amount_within_15pct': True, 'dates_within_180_days': False, 'note': 'Similarity based on location+amount only (no work descriptions available in public API)'}, 'note': 'Similarity detection based on location+amount only. Work descriptions not available in public API. Human verification required.'}, 'disclaimer': 'This flag is a RISK INDICATOR. It highlights patterns that warrant human attention. It does NOT constitute a finding of fraud or misconduct.'}]",0.0,30.0,0.0,14.398964645236342,6.98,3.81,100.0,22.08,LOW,1.0.0,1.0.0,2026-09-02 07:11:14.880440
LOK,KERALA,MP MUVATTUP 1,MUVATTUPUZHA,MUVATT DISTRICT AUTHORITY,,MUVAT BLOCK,VILLAGE 215,Rural,ONGOING,On_Going,2024-12-12,1319824.61,233043.25,629661.12,,LTR/KER/29208/2024,False,True,False,LOK|KERALA|MUVATTUPUZHA|MP MUVATTUP 1|2024-12-12|1319825,3517,0.4770793901168428,-52.29206098831571,629,,True,False,2718477.66,2175459.5023076925,1203095.5038375305,13,-51.44986367112541,2616637.24,3351155.517359736,5228045.147718425,-49.560275691864724,1916109.82,7,13,"[{'rule_id': 'R003', 'rule_name': 'Overdue Ongoing Project', 'detection_type': 'RULE', 'severity': 'MODERATE', 'score_contribution': 30, 'justification': 'Ongoing project older than 365 days. Projects are expected to complete within ~365 days per MPLADS scheme guidelines.', 'evidence': {'project_age_days': 629, 'recommended_date': '2024-12-12', 'expected_completion_days': 365, 'days_overdue': 264}, 'disclaimer': 'This flag is a RISK INDICATOR. It highlights patterns that warrant human attention. It does NOT constitute a finding of fraud or misconduct.'}]",0.0,30.0,0.0,14.093010172198415,10.61,5.93,0.0,7.65,LOW,1.0.0,1.0.0,2026-09-02 07:11:14.880440
